city,country,continent,latitude,longitude,population,date,pm25,pm10,no2,o3,so2,aqi
Delhi,IN,Asia,28.7041,77.1025,32.0,2023-01-07,135.66,248.99,67.83,42.8,18.03,234.3
Beijing,CN,Asia,39.9042,116.4074,21.5,2023-01-07,138.88,237.57,79.19,48.51,31.68,237.7
Tokyo,JP,Asia,35.6762,139.6503,14.0,2023-01-07,30.96,56.19,35.63,39.54,4.89,90.6
Seoul,KR,Asia,37.5665,126.978,9.8,2023-01-07,40.94,80.91,39.97,38.68,9.49,113.9
Mumbai,IN,Asia,19.076,72.8777,20.9,2023-01-07,153.94,266.66,90.62,58.93,26.89,203.7
Shanghai,CN,Asia,31.2304,121.4737,27.8,2023-01-07,65.52,130.78,54.86,30.36,18.3,160.6
Bangkok,TH,Asia,13.7563,100.5018,10.1,2023-01-07,39.22,88.09,38.46,40.32,6.54,109.6
Jakarta,ID,Asia,-6.2088,106.8456,10.9,2023-01-07,85.56,154.33,60.98,50.27,15.81,181.7
Hong Kong,HK,Asia,22.3193,114.1694,7.5,2023-01-07,49.98,91.21,54.24,45.34,11.3,136.4
Singapore,SG,Asia,1.3521,103.8198,5.9,2023-01-07,26.97,52.15,38.18,44.51,6.17,82.0
Kolkata,IN,Asia,22.5726,88.3639,14.7,2023-01-07,181.12,326.93,93.81,60.29,28.42,232.3
Dubai,AE,Asia,25.2048,55.2708,3.6,2023-01-07,47.8,152.95,44.05,56.79,13.46,131.0
Riyadh,SA,Asia,24.7136,46.6753,7.0,2023-01-07,51.32,174.48,38.66,53.9,10.26,139.8
Hanoi,VN,Asia,21.0285,105.8542,8.4,2023-01-07,75.51,129.52,47.51,42.3,16.4,171.1
Lahore,PK,Asia,31.5204,74.3587,11.2,2023-01-07,181.07,310.61,77.54,47.52,28.41,232.2
London,GB,Europe,51.5074,-0.1278,9.0,2023-01-07,42.12,72.28,52.26,49.06,9.2,116.8
Paris,FR,Europe,48.8566,2.3522,2.2,2023-01-07,20.9,41.75,39.05,40.47,4.18,69.0
Berlin,DE,Europe,52.52,13.405,3.6,2023-01-07,17.03,35.95,33.22,38.09,2.63,60.8
Madrid,ES,Europe,40.4168,-3.7038,3.3,2023-01-07,37.11,67.37,47.16,53.77,6.38,104.3
Rome,IT,Europe,41.9028,12.4964,2.8,2023-01-07,38.91,70.07,49.36,51.53,7.52,108.8
Moscow,RU,Europe,55.7558,37.6173,12.6,2023-01-07,38.92,78.54,46.11,40.03,7.78,108.8
Amsterdam,NL,Europe,52.3676,4.9041,0.9,2023-01-07,28.76,52.9,42.33,45.0,5.23,85.9
Warsaw,PL,Europe,52.2297,21.0122,1.9,2023-01-07,14.73,39.0,32.07,36.72,2.95,55.8
New York,US,North America,40.7128,-74.006,8.3,2023-01-07,36.73,65.5,39.17,48.1,7.87,103.3
Los Angeles,US,North America,34.0522,-118.2437,3.9,2023-01-07,75.24,129.11,56.47,73.92,12.45,170.8
Mexico City,MX,North America,19.4326,-99.1332,21.5,2023-01-07,53.2,102.55,45.45,49.51,14.54,144.5
Chicago,US,North America,41.8781,-87.6298,2.7,2023-01-07,40.2,73.29,42.2,50.36,9.34,112.0
Toronto,CA,North America,43.6532,-79.3832,2.9,2023-01-07,15.85,34.17,31.32,42.95,3.17,58.2
São Paulo,BR,South America,-23.5505,-46.6333,12.3,2023-01-07,23.33,45.63,24.84,40.53,3.82,74.3
Rio de Janeiro,BR,South America,-22.9068,-43.1729,6.7,2023-01-07,5.0,17.71,16.39,42.49,1.0,20.9
Buenos Aires,AR,South America,-34.6037,-58.3816,15.6,2023-01-07,8.53,23.84,18.71,40.87,1.2,35.6
Fortaleza,BR,South America,-3.7172,-38.5433,2.7,2023-01-07,31.76,56.14,29.48,57.39,5.84,92.3
Santiago,CL,South America,-33.4489,-70.6693,5.3,2023-01-07,27.21,56.11,39.95,43.02,5.78,82.5
Bogotá,CO,South America,4.711,-74.0721,7.9,2023-01-07,5.0,10.0,14.09,30.14,1.0,20.9
Cairo,EG,Africa,30.0444,31.2357,21.0,2023-01-07,105.31,189.84,50.53,57.37,20.21,202.4
Lagos,NG,Africa,6.5244,3.3792,15.4,2023-01-07,65.24,116.98,38.99,51.0,10.5,160.3
Johannesburg,ZA,Africa,-26.2041,28.0473,6.0,2023-01-07,19.95,46.93,26.13,42.34,9.09,67.0
Nairobi,KE,Africa,-1.2921,36.8219,4.4,2023-01-07,36.3,65.08,31.33,44.52,8.11,102.3
Sydney,AU,Oceania,-33.8688,151.2093,5.3,2023-01-07,7.25,17.24,18.5,48.35,1.45,30.2
Melbourne,AU,Oceania,-37.8136,144.9631,5.2,2023-01-07,8.88,19.26,16.34,44.6,1.44,37.0
Delhi,IN,Asia,28.7041,77.1025,32.0,2023-01-08,90.62,181.43,45.31,29.29,9.02,187.0
Beijing,CN,Asia,39.9042,116.4074,21.5,2023-01-08,83.96,155.19,51.73,32.04,20.69,180.0
Tokyo,JP,Asia,35.6762,139.6503,14.0,2023-01-08,23.96,45.69,32.13,37.44,3.49,75.6
Seoul,KR,Asia,37.5665,126.978,9.8,2023-01-08,57.6,105.9,48.3,43.68,12.82,152.3
Mumbai,IN,Asia,19.076,72.8777,20.9,2023-01-08,114.05,206.83,70.68,46.97,18.91,211.6
Shanghai,CN,Asia,31.2304,121.4737,27.8,2023-01-08,74.91,144.86,59.55,33.17,20.18,170.5
Bangkok,TH,Asia,13.7563,100.5018,10.1,2023-01-08,59.54,118.56,48.62,46.41,10.61,154.3
Jakarta,ID,Asia,-6.2088,106.8456,10.9,2023-01-08,89.98,160.98,63.19,51.6,16.7,186.3
Hong Kong,HK,Asia,22.3193,114.1694,7.5,2023-01-08,49.66,90.74,54.08,45.25,11.23,135.6
Singapore,SG,Asia,1.3521,103.8198,5.9,2023-01-08,20.92,43.08,35.16,42.7,4.96,69.1
Kolkata,IN,Asia,22.5726,88.3639,14.7,2023-01-08,81.16,177.0,43.83,30.3,8.43,177.1
Dubai,AE,Asia,25.2048,55.2708,3.6,2023-01-08,61.38,173.32,50.84,60.86,16.18,156.3
Riyadh,SA,Asia,24.7136,46.6753,7.0,2023-01-08,79.5,216.74,52.75,62.35,15.9,175.3
Hanoi,VN,Asia,21.0285,105.8542,8.4,2023-01-08,79.4,135.35,49.45,43.47,17.18,175.2
Lahore,PK,Asia,31.5204,74.3587,11.2,2023-01-08,175.15,301.73,74.58,45.75,27.23,226.0
London,GB,Europe,51.5074,-0.1278,9.0,2023-01-08,29.74,53.71,46.07,45.34,6.73,88.0
Paris,FR,Europe,48.8566,2.3522,2.2,2023-01-08,27.61,51.81,42.4,42.48,5.52,83.4
Berlin,DE,Europe,52.52,13.405,3.6,2023-01-08,34.13,61.59,41.76,43.22,6.05,97.4
Madrid,ES,Europe,40.4168,-3.7038,3.3,2023-01-08,35.55,65.03,46.38,53.31,6.07,100.4
Rome,IT,Europe,41.9028,12.4964,2.8,2023-01-08,28.28,54.12,44.04,48.34,5.4,84.8
Moscow,RU,Europe,55.7558,37.6173,12.6,2023-01-08,68.24,122.51,60.77,48.82,13.65,163.5
Amsterdam,NL,Europe,52.3676,4.9041,0.9,2023-01-08,10.76,25.89,33.33,39.6,1.63,44.9
Warsaw,PL,Europe,52.2297,21.0122,1.9,2023-01-08,50.14,92.12,49.77,47.34,10.03,136.9
New York,US,North America,40.7128,-74.006,8.3,2023-01-08,31.93,58.29,36.76,46.66,6.91,92.6
Los Angeles,US,North America,34.0522,-118.2437,3.9,2023-01-08,55.91,100.11,46.8,68.12,8.58,150.5
Mexico City,MX,North America,19.4326,-99.1332,21.5,2023-01-08,90.24,158.12,63.97,60.62,21.95,186.6
Chicago,US,North America,41.8781,-87.6298,2.7,2023-01-08,61.58,105.37,52.89,56.77,13.62,156.5
Toronto,CA,North America,43.6532,-79.3832,2.9,2023-01-08,17.02,35.94,31.91,43.31,3.4,60.8
São Paulo,BR,South America,-23.5505,-46.6333,12.3,2023-01-08,66.75,110.76,46.55,53.55,12.5,161.9
Rio de Janeiro,BR,South America,-22.9068,-43.1729,6.7,2023-01-08,27.37,51.68,27.71,49.29,4.62,82.9
Buenos Aires,AR,South America,-34.6037,-58.3816,15.6,2023-01-08,22.04,44.12,25.47,44.92,3.9,71.5
Fortaleza,BR,South America,-3.7172,-38.5433,2.7,2023-01-08,37.89,65.34,32.55,59.23,7.07,106.2
Santiago,CL,South America,-33.4489,-70.6693,5.3,2023-01-08,23.14,50.01,37.92,41.8,4.97,73.8
Bogotá,CO,South America,4.711,-74.0721,7.9,2023-01-08,5.0,10.0,13.89,30.01,1.0,20.9
Cairo,EG,Africa,30.0444,31.2357,21.0,2023-01-08,79.87,151.68,37.81,49.74,15.12,175.7
Lagos,NG,Africa,6.5244,3.3792,15.4,2023-01-08,67.28,120.04,40.01,51.61,10.91,162.5
Johannesburg,ZA,Africa,-26.2041,28.0473,6.0,2023-01-08,6.41,26.62,19.36,38.27,6.38,26.7
Nairobi,KE,Africa,-1.2921,36.8219,4.4,2023-01-08,5.0,10.0,11.95,32.89,1.0,20.9
Sydney,AU,Oceania,-33.8688,151.2093,5.3,2023-01-08,18.16,33.61,23.95,51.62,3.63,63.2
Melbourne,AU,Oceania,-37.8136,144.9631,5.2,2023-01-08,15.22,28.78,19.51,46.51,2.7,56.9
Delhi,IN,Asia,28.7041,77.1025,32.0,2023-01-09,144.57,262.36,72.29,45.47,19.81,243.6
Beijing,CN,Asia,39.9042,116.4074,21.5,2023-01-09,135.96,233.2,77.73,47.64,31.09,234.6
Tokyo,JP,Asia,35.6762,139.6503,14.0,2023-01-09,41.65,72.22,40.97,42.74,7.03,115.6
Seoul,KR,Asia,37.5665,126.978,9.8,2023-01-09,51.95,97.42,45.47,41.98,11.69,141.4
Mumbai,IN,Asia,19.076,72.8777,20.9,2023-01-09,89.66,170.24,58.48,39.65,14.03,186.0
Shanghai,CN,Asia,31.2304,121.4737,27.8,2023-01-09,114.21,203.82,79.21,44.96,28.04,211.8
Bangkok,TH,Asia,13.7563,100.5018,10.1,2023-01-09,79.64,148.71,58.67,52.44,14.63,175.5
Jakarta,ID,Asia,-6.2088,106.8456,10.9,2023-01-09,103.6,181.4,70.0,55.68,19.42,200.6
Hong Kong,HK,Asia,22.3193,114.1694,7.5,2023-01-09,70.21,121.56,64.35,51.41,15.34,165.5
Singapore,SG,Asia,1.3521,103.8198,5.9,2023-01-09,19.9,41.55,34.65,42.39,4.76,66.9
Kolkata,IN,Asia,22.5726,88.3639,14.7,2023-01-09,179.1,323.89,92.8,59.68,28.02,230.1
Dubai,AE,Asia,25.2048,55.2708,3.6,2023-01-09,65.55,179.58,52.93,62.12,17.01,160.7
Riyadh,SA,Asia,24.7136,46.6753,7.0,2023-01-09,61.92,190.39,43.96,57.08,12.38,156.8
Hanoi,VN,Asia,21.0285,105.8542,8.4,2023-01-09,77.79,132.93,48.64,42.99,16.86,173.5
Lahore,PK,Asia,31.5204,74.3587,11.2,2023-01-09,126.89,229.33,50.44,31.27,17.58,225.1
London,GB,Europe,51.5074,-0.1278,9.0,2023-01-09,30.78,55.28,46.59,45.66,6.94,90.2
Paris,FR,Europe,48.8566,2.3522,2.2,2023-01-09,30.98,56.87,44.09,43.49,6.2,90.6
Berlin,DE,Europe,52.52,13.405,3.6,2023-01-09,27.01,50.91,38.2,41.08,4.62,82.1
Madrid,ES,Europe,40.4168,-3.7038,3.3,2023-01-09,24.8,48.9,41.0,50.08,3.92,77.4
Rome,IT,Europe,41.9028,12.4964,2.8,2023-01-09,29.96,56.64,44.88,48.85,5.73,88.4
Moscow,RU,Europe,55.7558,37.6173,12.6,2023-01-09,59.29,109.09,56.3,46.14,11.86,154.1
Amsterdam,NL,Europe,52.3676,4.9041,0.9,2023-01-09,28.48,52.47,42.19,44.91,5.18,85.3
Warsaw,PL,Europe,52.2297,21.0122,1.9,2023-01-09,20.21,47.22,34.81,38.36,4.04,67.6
New York,US,North America,40.7128,-74.006,8.3,2023-01-09,35.29,63.34,38.45,47.67,7.58,99.8
Los Angeles,US,North America,34.0522,-118.2437,3.9,2023-01-09,42.61,80.17,40.16,64.13,5.92,118.0
Mexico City,MX,North America,19.4326,-99.1332,21.5,2023-01-09,99.11,171.42,68.41,63.28,23.72,195.9
Chicago,US,North America,41.8781,-87.6298,2.7,2023-01-09,58.79,101.18,51.49,55.94,13.06,153.6
Toronto,CA,North America,43.6532,-79.3832,2.9,2023-01-09,32.52,59.19,39.66,47.96,6.5,93.9
São Paulo,BR,South America,-23.5505,-46.6333,12.3,2023-01-09,20.97,42.09,23.66,39.82,3.34,69.2
Rio de Janeiro,BR,South America,-22.9068,-43.1729,6.7,2023-01-09,21.08,42.25,24.57,47.4,3.37,69.4
Buenos Aires,AR,South America,-34.6037,-58.3816,15.6,2023-01-09,23.74,46.66,26.32,45.43,4.24,75.1
Fortaleza,BR,South America,-3.7172,-38.5433,2.7,2023-01-09,10.79,24.68,18.99,51.1,1.65,45.0
Santiago,CL,South America,-33.4489,-70.6693,5.3,2023-01-09,21.02,46.82,36.86,41.16,4.54,69.3
Bogotá,CO,South America,4.711,-74.0721,7.9,2023-01-09,29.81,54.91,32.75,41.33,6.47,88.1
Cairo,EG,Africa,30.0444,31.2357,21.0,2023-01-09,138.08,239.0,66.92,67.2,26.77,236.8
Lagos,NG,Africa,6.5244,3.3792,15.4,2023-01-09,83.79,144.8,48.27,56.56,14.21,179.8
Johannesburg,ZA,Africa,-26.2041,28.0473,6.0,2023-01-09,30.02,62.02,31.16,45.35,11.1,88.6
Nairobi,KE,Africa,-1.2921,36.8219,4.4,2023-01-09,15.89,34.46,21.12,38.39,4.03,58.3
Sydney,AU,Oceania,-33.8688,151.2093,5.3,2023-01-09,17.59,32.76,23.67,51.45,3.52,62.0
Melbourne,AU,Oceania,-37.8136,144.9631,5.2,2023-01-09,5.0,11.5,13.75,43.05,1.0,20.9
Delhi,IN,Asia,28.7041,77.1025,32.0,2023-01-10,98.59,193.39,49.3,31.68,10.62,195.3
Beijing,CN,Asia,39.9042,116.4074,21.5,2023-01-10,135.42,232.38,77.46,47.48,30.98,234.0
Tokyo,JP,Asia,35.6762,139.6503,14.0,2023-01-10,29.35,53.78,34.83,39.06,4.57,87.1
Seoul,KR,Asia,37.5665,126.978,9.8,2023-01-10,62.15,112.73,50.58,45.05,13.73,157.1
Mumbai,IN,Asia,19.076,72.8777,20.9,2023-01-10,73.61,146.16,50.45,34.83,10.82,169.1
Shanghai,CN,Asia,31.2304,121.4737,27.8,2023-01-10,92.23,170.84,68.21,38.37,23.65,188.7
Bangkok,TH,Asia,13.7563,100.5018,10.1,2023-01-10,81.87,152.05,59.78,53.11,15.07,177.8
Jakarta,ID,Asia,-6.2088,106.8456,10.9,2023-01-10,111.75,193.62,74.07,58.12,21.05,209.2
Hong Kong,HK,Asia,22.3193,114.1694,7.5,2023-01-10,77.74,132.85,68.12,53.67,16.85,173.5
Singapore,SG,Asia,1.3521,103.8198,5.9,2023-01-10,31.78,59.37,40.59,45.95,7.14,92.3
Kolkata,IN,Asia,22.5726,88.3639,14.7,2023-01-10,135.71,258.81,71.1,46.66,19.34,234.3
Dubai,AE,Asia,25.2048,55.2708,3.6,2023-01-10,80.04,201.3,60.17,66.46,19.91,175.9
Riyadh,SA,Asia,24.7136,46.6753,7.0,2023-01-10,92.58,236.37,59.29,66.27,18.52,189.0
Hanoi,VN,Asia,21.0285,105.8542,8.4,2023-01-10,84.24,142.6,51.87,44.92,18.15,180.3
Lahore,PK,Asia,31.5204,74.3587,11.2,2023-01-10,130.7,235.05,52.35,32.41,18.34,229.1
London,GB,Europe,51.5074,-0.1278,9.0,2023-01-10,34.53,60.9,48.47,46.78,7.69,98.2
Paris,FR,Europe,48.8566,2.3522,2.2,2023-01-10,48.56,83.24,52.88,48.77,9.71,132.9
Berlin,DE,Europe,52.52,13.405,3.6,2023-01-10,31.6,57.81,40.5,42.46,5.54,92.0
Madrid,ES,Europe,40.4168,-3.7038,3.3,2023-01-10,20.97,43.15,39.08,48.93,3.15,69.2
Rome,IT,Europe,41.9028,12.4964,2.8,2023-01-10,33.0,61.2,46.4,49.76,6.34,94.9
Moscow,RU,Europe,55.7558,37.6173,12.6,2023-01-10,36.66,75.14,44.98,39.35,7.33,103.2
Amsterdam,NL,Europe,52.3676,4.9041,0.9,2023-01-10,14.33,31.25,35.12,40.67,2.35,55.0
Warsaw,PL,Europe,52.2297,21.0122,1.9,2023-01-10,52.11,95.07,50.76,47.93,10.42,141.8
New York,US,North America,40.7128,-74.006,8.3,2023-01-10,30.6,56.29,36.1,46.26,6.64,89.8
Los Angeles,US,North America,34.0522,-118.2437,3.9,2023-01-10,37.93,73.15,37.82,62.73,4.99,106.3
Mexico City,MX,North America,19.4326,-99.1332,21.5,2023-01-10,65.43,120.89,51.56,53.18,16.99,160.5
Chicago,US,North America,41.8781,-87.6298,2.7,2023-01-10,73.75,123.62,58.97,60.42,16.05,169.3
Toronto,CA,North America,43.6532,-79.3832,2.9,2023-01-10,27.98,52.37,37.39,46.59,5.6,84.2
São Paulo,BR,South America,-23.5505,-46.6333,12.3,2023-01-10,42.11,73.79,34.23,46.16,7.57,116.8
Rio de Janeiro,BR,South America,-22.9068,-43.1729,6.7,2023-01-10,36.16,64.87,32.11,51.92,6.38,101.9
Buenos Aires,AR,South America,-34.6037,-58.3816,15.6,2023-01-10,18.08,38.17,23.49,43.73,3.11,63.0
Fortaleza,BR,South America,-3.7172,-38.5433,2.7,2023-01-10,40.42,69.12,33.81,59.98,7.57,112.5
Santiago,CL,South America,-33.4489,-70.6693,5.3,2023-01-10,41.72,77.87,47.21,47.37,8.68,115.8
Bogotá,CO,South America,4.711,-74.0721,7.9,2023-01-10,5.0,10.0,16.91,31.83,1.0,20.9
Cairo,EG,Africa,30.0444,31.2357,21.0,2023-01-10,67.49,133.11,31.62,46.02,12.65,162.7
Lagos,NG,Africa,6.5244,3.3792,15.4,2023-01-10,52.48,97.84,32.61,47.17,7.95,142.7
Johannesburg,ZA,Africa,-26.2041,28.0473,6.0,2023-01-10,29.43,61.15,30.87,45.18,10.99,87.3
Nairobi,KE,Africa,-1.2921,36.8219,4.4,2023-01-10,27.06,51.22,26.71,41.74,6.26,82.2
Sydney,AU,Oceania,-33.8688,151.2093,5.3,2023-01-10,5.0,10.0,14.6,46.01,1.0,20.9
Melbourne,AU,Oceania,-37.8136,144.9631,5.2,2023-01-10,5.0,10.24,13.33,42.8,1.0,20.9
Delhi,IN,Asia,28.7041,77.1025,32.0,2023-01-11,145.64,263.96,72.82,45.79,20.03,244.8
Beijing,CN,Asia,39.9042,116.4074,21.5,2023-01-11,109.85,194.03,64.68,39.81,25.87,207.2
Tokyo,JP,Asia,35.6762,139.6503,14.0,2023-01-11,38.4,67.35,39.35,41.77,6.38,107.5
Seoul,KR,Asia,37.5665,126.978,9.8,2023-01-11,55.76,103.13,47.38,43.13,12.45,150.4
Mumbai,IN,Asia,19.076,72.8777,20.9,2023-01-11,103.98,191.72,65.64,43.94,16.9,201.0
Shanghai,CN,Asia,31.2304,121.4737,27.8,2023-01-11,126.03,221.54,85.11,48.51,30.41,224.2
Bangkok,TH,Asia,13.7563,100.5018,10.1,2023-01-11,52.64,108.21,45.17,44.34,9.23,143.1
Jakarta,ID,Asia,-6.2088,106.8456,10.9,2023-01-11,85.39,154.08,60.89,50.22,15.78,181.5
Hong Kong,HK,Asia,22.3193,114.1694,7.5,2023-01-11,27.9,58.1,43.2,38.72,6.88,84.0
Singapore,SG,Asia,1.3521,103.8198,5.9,2023-01-11,22.73,45.79,36.06,43.24,5.33,73.0
Kolkata,IN,Asia,22.5726,88.3639,14.7,2023-01-11,126.53,245.04,66.51,43.91,17.51,224.7
Dubai,AE,Asia,25.2048,55.2708,3.6,2023-01-11,15.38,104.31,27.84,47.06,6.98,57.2
Riyadh,SA,Asia,24.7136,46.6753,7.0,2023-01-11,54.81,179.71,40.4,54.94,10.96,148.5
Hanoi,VN,Asia,21.0285,105.8542,8.4,2023-01-11,88.44,148.91,53.97,46.18,18.99,184.7
Lahore,PK,Asia,31.5204,74.3587,11.2,2023-01-11,154.07,270.1,64.03,39.42,23.01,203.9
London,GB,Europe,51.5074,-0.1278,9.0,2023-01-11,43.18,73.87,52.79,49.37,9.42,119.5
Paris,FR,Europe,48.8566,2.3522,2.2,2023-01-11,29.55,54.73,43.38,43.07,5.91,87.6
Berlin,DE,Europe,52.52,13.405,3.6,2023-01-11,30.13,55.6,39.77,42.02,5.25,88.8
Madrid,ES,Europe,40.4168,-3.7038,3.3,2023-01-11,36.1,65.85,46.65,53.47,6.18,101.7
Rome,IT,Europe,41.9028,12.4964,2.8,2023-01-11,46.56,81.54,53.18,53.83,9.05,127.9
Moscow,RU,Europe,55.7558,37.6173,12.6,2023-01-11,35.47,73.36,44.39,38.99,7.09,100.2
Amsterdam,NL,Europe,52.3676,4.9041,0.9,2023-01-11,10.52,25.54,33.21,39.53,1.58,43.9
Warsaw,PL,Europe,52.2297,21.0122,1.9,2023-01-11,42.64,80.86,46.02,45.09,8.53,118.1
New York,US,North America,40.7128,-74.006,8.3,2023-01-11,39.08,69.02,40.34,48.8,8.34,109.2
Los Angeles,US,North America,34.0522,-118.2437,3.9,2023-01-11,61.16,107.99,49.43,69.7,9.63,156.0
Mexico City,MX,North America,19.4326,-99.1332,21.5,2023-01-11,16.07,46.86,26.89,38.37,7.11,58.7
Chicago,US,North America,41.8781,-87.6298,2.7,2023-01-11,33.03,62.55,38.62,48.21,7.91,95.0
Toronto,CA,North America,43.6532,-79.3832,2.9,2023-01-11,13.38,30.48,30.09,42.22,2.68,53.0
São Paulo,BR,South America,-23.5505,-46.6333,12.3,2023-01-11,80.32,131.1,53.33,57.62,15.21,176.2
Rio de Janeiro,BR,South America,-22.9068,-43.1729,6.7,2023-01-11,26.92,51.0,27.48,49.15,4.53,81.9
Buenos Aires,AR,South America,-34.6037,-58.3816,15.6,2023-01-11,9.83,25.79,19.36,41.26,1.46,41.0
Fortaleza,BR,South America,-3.7172,-38.5433,2.7,2023-01-11,16.89,33.83,22.04,52.93,2.87,60.5
Santiago,CL,South America,-33.4489,-70.6693,5.3,2023-01-11,27.71,56.86,40.2,43.17,5.88,83.6
Bogotá,CO,South America,4.711,-74.0721,7.9,2023-01-11,30.83,56.44,33.26,41.64,6.68,90.3
Cairo,EG,Africa,30.0444,31.2357,21.0,2023-01-11,114.01,202.9,54.88,59.98,21.95,211.5
Lagos,NG,Africa,6.5244,3.3792,15.4,2023-01-11,33.85,69.89,23.3,41.58,4.22,96.8
Johannesburg,ZA,Africa,-26.2041,28.0473,6.0,2023-01-11,24.02,53.03,28.16,43.56,9.9,75.7
Nairobi,KE,Africa,-1.2921,36.8219,4.4,2023-01-11,5.0,10.0,5.61,29.08,1.0,20.9
Sydney,AU,Oceania,-33.8688,151.2093,5.3,2023-01-11,5.0,10.33,16.19,46.97,1.0,20.9
Melbourne,AU,Oceania,-37.8136,144.9631,5.2,2023-01-11,11.56,23.29,17.68,45.41,1.97,48.2
Delhi,IN,Asia,28.7041,77.1025,32.0,2023-01-12,116.16,219.74,58.08,36.95,14.13,213.8
Beijing,CN,Asia,39.9042,116.4074,21.5,2023-01-12,78.43,146.9,48.97,30.38,19.59,174.2
Tokyo,JP,Asia,35.6762,139.6503,14.0,2023-01-12,13.22,29.58,26.76,34.22,1.34,52.6
Seoul,KR,Asia,37.5665,126.978,9.8,2023-01-12,36.87,74.8,37.93,37.46,8.67,103.7
Mumbai,IN,Asia,19.076,72.8777,20.9,2023-01-12,96.16,179.99,61.73,41.6,15.33,192.8
Shanghai,CN,Asia,31.2304,121.4737,27.8,2023-01-12,98.91,180.86,71.55,40.37,24.98,195.7
Bangkok,TH,Asia,13.7563,100.5018,10.1,2023-01-12,86.98,159.71,62.34,54.64,16.1,183.2
Jakarta,ID,Asia,-6.2088,106.8456,10.9,2023-01-12,49.41,100.12,42.91,39.42,8.58,135.0
Hong Kong,HK,Asia,22.3193,114.1694,7.5,2023-01-12,19.08,44.87,38.79,36.07,5.12,65.1
Singapore,SG,Asia,1.3521,103.8198,5.9,2023-01-12,31.77,59.36,40.59,45.95,7.13,92.3
Kolkata,IN,Asia,22.5726,88.3639,14.7,2023-01-12,164.53,302.04,85.51,55.31,25.11,214.8
Dubai,AE,Asia,25.2048,55.2708,3.6,2023-01-12,30.0,126.26,35.15,51.45,9.9,88.5
Riyadh,SA,Asia,24.7136,46.6753,7.0,2023-01-12,5.0,80.6,7.37,35.12,1.0,20.9
Hanoi,VN,Asia,21.0285,105.8542,8.4,2023-01-12,54.98,98.73,37.24,36.15,12.3,149.0
Lahore,PK,Asia,31.5204,74.3587,11.2,2023-01-12,154.99,271.49,64.5,39.7,23.2,204.8
London,GB,Europe,51.5074,-0.1278,9.0,2023-01-12,32.74,58.2,47.57,46.24,7.33,94.4
Paris,FR,Europe,48.8566,2.3522,2.2,2023-01-12,20.41,41.01,38.8,40.32,4.08,68.0
Berlin,DE,Europe,52.52,13.405,3.6,2023-01-12,18.75,38.52,34.07,38.6,2.97,64.4
Madrid,ES,Europe,40.4168,-3.7038,3.3,2023-01-12,49.7,86.24,53.45,57.55,8.9,135.7
Rome,IT,Europe,41.9028,12.4964,2.8,2023-01-12,37.48,67.92,48.64,51.1,7.24,105.2
Moscow,RU,Europe,55.7558,37.6173,12.6,2023-01-12,47.85,91.92,50.57,42.7,9.57,131.1
Amsterdam,NL,Europe,52.3676,4.9041,0.9,2023-01-12,20.33,40.25,38.12,42.47,3.55,67.8
Warsaw,PL,Europe,52.2297,21.0122,1.9,2023-01-12,37.25,72.77,43.32,43.47,7.45,104.6
New York,US,North America,40.7128,-74.006,8.3,2023-01-12,38.11,67.57,39.86,48.51,8.14,106.8
Los Angeles,US,North America,34.0522,-118.2437,3.9,2023-01-12,88.44,148.9,63.07,77.88,15.09,184.7
Mexico City,MX,North America,19.4326,-99.1332,21.5,2023-01-12,111.5,190.0,74.6,67.0,26.2,208.9
Chicago,US,North America,41.8781,-87.6298,2.7,2023-01-12,46.37,82.55,45.28,52.21,10.57,127.4
Toronto,CA,North America,43.6532,-79.3832,2.9,2023-01-12,24.0,46.4,35.4,45.4,4.8,75.7
São Paulo,BR,South America,-23.5505,-46.6333,12.3,2023-01-12,47.44,81.78,36.89,47.76,8.64,130.1
Rio de Janeiro,BR,South America,-22.9068,-43.1729,6.7,2023-01-12,27.71,52.19,27.88,49.39,4.69,83.6
Buenos Aires,AR,South America,-34.6037,-58.3816,15.6,2023-01-12,28.1,53.2,28.5,46.74,5.11,84.5
Fortaleza,BR,South America,-3.7172,-38.5433,2.7,2023-01-12,17.58,34.87,22.39,53.13,3.01,61.9
Santiago,CL,South America,-33.4489,-70.6693,5.3,2023-01-12,5.71,23.87,29.21,36.57,1.48,23.8
Bogotá,CO,South America,4.711,-74.0721,7.9,2023-01-12,12.05,28.28,23.88,36.01,2.92,50.1
Cairo,EG,Africa,30.0444,31.2357,21.0,2023-01-12,69.85,136.65,32.8,46.73,13.12,165.2
Lagos,NG,Africa,6.5244,3.3792,15.4,2023-01-12,32.6,68.03,22.68,41.21,3.97,94.1
Johannesburg,ZA,Africa,-26.2041,28.0473,6.0,2023-01-12,21.82,49.73,27.06,42.9,9.46,71.0
Nairobi,KE,Africa,-1.2921,36.8219,4.4,2023-01-12,20.83,41.87,23.59,39.87,5.02,68.9
Sydney,AU,Oceania,-33.8688,151.2093,5.3,2023-01-12,19.32,35.36,24.54,51.97,3.86,65.7
Melbourne,AU,Oceania,-37.8136,144.9631,5.2,2023-01-12,16.45,30.62,20.12,46.87,2.95,59.5
Delhi,IN,Asia,28.7041,77.1025,32.0,2023-01-13,171.22,302.33,85.61,53.47,25.14,221.9
