city,country,continent,latitude,longitude,date,pm25,pm10,no2,o3,so2,aqi
Rome,IT,Europe,41.9028,12.4964,2023-01-07,38.28,69.13,49.04,51.35,7.4,107.2
Moscow,RU,Europe,55.7558,37.6173,2023-01-07,25.37,58.21,39.34,35.96,5.07,78.6
Amsterdam,NL,Europe,52.3676,4.9041,2023-01-07,24.59,46.63,40.24,43.75,4.4,76.9
Warsaw,PL,Europe,52.2297,21.0122,2023-01-07,65.99,115.88,57.69,52.1,13.2,161.1
New York,US,North America,40.7128,-74.006,2023-01-07,40.83,71.65,41.22,49.33,8.69,113.6
Los Angeles,US,North America,34.0522,-118.2437,2023-01-07,72.9,125.61,55.3,73.22,11.98,168.4
Mexico City,MX,North America,19.4326,-99.1332,2023-01-07,93.74,163.37,65.72,61.67,22.65,190.3
Chicago,US,North America,41.8781,-87.6298,2023-01-07,52.93,92.4,48.57,54.18,11.89,143.8
Toronto,CA,North America,43.6532,-79.3832,2023-01-07,15.54,33.71,31.17,42.86,3.11,57.6
São Paulo,BR,South America,-23.5505,-46.6333,2023-01-07,52.74,89.74,39.55,49.35,9.7,143.4
Rio de Janeiro,BR,South America,-22.9068,-43.1729,2023-01-07,55.77,94.28,41.91,57.81,10.3,150.4
Buenos Aires,AR,South America,-34.6037,-58.3816,2023-01-07,17.39,37.14,23.15,43.53,2.97,61.5
Fortaleza,BR,South America,-3.7172,-38.5433,2023-01-07,53.64,88.96,40.42,63.95,10.22,145.6
Santiago,CL,South America,-33.4489,-70.6693,2023-01-07,46.55,85.12,49.62,48.82,9.65,127.9
Bogotá,CO,South America,4.711,-74.0721,2023-01-07,16.4,34.81,26.05,37.31,3.79,59.4
Cairo,EG,Africa,30.0444,31.2357,2023-01-07,85.81,160.58,40.78,51.52,16.31,181.9
Lagos,NG,Africa,6.5244,3.3792,2023-01-07,8.07,31.24,10.41,33.85,1.0,33.7
Johannesburg,ZA,Africa,-26.2041,28.0473,2023-01-07,13.22,36.83,22.76,40.32,7.74,52.6
Nairobi,KE,Africa,-1.2921,36.8219,2023-01-07,5.0,10.0,11.34,32.52,1.0,20.9
Sydney,AU,Oceania,-33.8688,151.2093,2023-01-07,14.85,28.64,22.3,50.63,2.97,56.1
Melbourne,AU,Oceania,-37.8136,144.9631,2023-01-07,5.0,10.0,11.25,41.55,1.0,20.9
Delhi,IN,Asia,28.7041,77.1025,2023-01-08,158.98,283.98,79.49,49.8,22.7,209.0
Beijing,CN,Asia,39.9042,116.4074,2023-01-08,59.97,119.2,39.73,24.84,15.89,154.8
Tokyo,JP,Asia,35.6762,139.6503,2023-01-08,36.75,64.87,38.52,41.27,6.05,103.4
Seoul,KR,Asia,37.5665,126.978,2023-01-08,84.89,146.83,61.94,51.87,18.28,181.0
Mumbai,IN,Asia,19.076,72.8777,2023-01-08,95.87,179.55,61.58,41.51,15.27,192.5
Shanghai,CN,Asia,31.2304,121.4737,2023-01-08,137.21,238.32,90.71,51.86,32.64,235.9
Bangkok,TH,Asia,13.7563,100.5018,2023-01-08,71.1,135.9,54.4,49.88,12.92,166.5
Jakarta,ID,Asia,-6.2088,106.8456,2023-01-08,68.99,129.48,52.69,45.3,12.5,164.3
Hong Kong,HK,Asia,22.3193,114.1694,2023-01-08,69.04,119.81,63.77,51.06,15.11,164.3
Singapore,SG,Asia,1.3521,103.8198,2023-01-08,11.75,29.32,30.57,39.94,3.13,49.0
Kolkata,IN,Asia,22.5726,88.3639,2023-01-08,153.22,285.08,79.86,51.92,22.84,203.0
Dubai,AE,Asia,25.2048,55.2708,2023-01-08,40.88,142.57,40.59,54.71,12.08,113.7
Riyadh,SA,Asia,24.7136,46.6753,2023-01-08,70.89,203.83,48.44,59.77,14.18,166.3
Hanoi,VN,Asia,21.0285,105.8542,2023-01-08,130.78,212.42,75.14,58.88,27.46,229.1
Lahore,PK,Asia,31.5204,74.3587,2023-01-08,191.32,325.97,82.66,50.59,30.46,243.0
London,GB,Europe,51.5074,-0.1278,2023-01-08,39.71,68.67,51.06,48.33,8.72,110.8
Paris,FR,Europe,48.8566,2.3522,2023-01-08,31.61,57.82,44.41,43.68,6.32,92.0
Berlin,DE,Europe,52.52,13.405,2023-01-08,13.16,30.14,31.28,36.93,1.85,52.5
Madrid,ES,Europe,40.4168,-3.7038,2023-01-08,21.59,44.09,39.4,49.12,3.28,70.5
Rome,IT,Europe,41.9028,12.4964,2023-01-08,44.18,77.97,51.99,53.11,8.58,121.9
Moscow,RU,Europe,55.7558,37.6173,2023-01-08,42.63,84.09,47.96,41.14,8.53,118.1
Amsterdam,NL,Europe,52.3676,4.9041,2023-01-08,22.59,43.63,39.24,43.15,4.0,72.7
Warsaw,PL,Europe,52.2297,21.0122,2023-01-08,55.37,99.95,52.38,48.91,11.07,149.9
New York,US,North America,40.7128,-74.006,2023-01-08,33.28,60.32,37.44,47.06,7.18,95.5
Los Angeles,US,North America,34.0522,-118.2437,2023-01-08,37.27,72.15,37.48,62.53,4.85,104.7
Mexico City,MX,North America,19.4326,-99.1332,2023-01-08,50.39,98.34,44.05,48.67,13.98,137.5
Chicago,US,North America,41.8781,-87.6298,2023-01-08,51.41,90.11,47.8,53.72,11.58,140.0
Toronto,CA,North America,43.6532,-79.3832,2023-01-08,46.22,79.72,46.51,52.06,9.24,127.0
São Paulo,BR,South America,-23.5505,-46.6333,2023-01-08,48.78,83.8,37.57,48.16,8.91,133.5
Rio de Janeiro,BR,South America,-22.9068,-43.1729,2023-01-08,5.0,10.0,13.56,40.79,1.0,20.9
Buenos Aires,AR,South America,-34.6037,-58.3816,2023-01-08,46.23,80.4,37.57,52.18,8.74,127.1
Fortaleza,BR,South America,-3.7172,-38.5433,2023-01-08,47.68,80.02,37.44,62.16,9.03,130.7
Santiago,CL,South America,-33.4489,-70.6693,2023-01-08,46.18,84.58,49.44,48.72,9.58,127.0
Bogotá,CO,South America,4.711,-74.0721,2023-01-08,5.0,10.12,17.82,32.37,1.0,20.9
Cairo,EG,Africa,30.0444,31.2357,2023-01-08,91.82,169.61,43.79,53.32,17.51,188.2
Lagos,NG,Africa,6.5244,3.3792,2023-01-08,67.35,120.16,40.05,51.63,10.92,162.6
Johannesburg,ZA,Africa,-26.2041,28.0473,2023-01-08,34.84,69.27,33.57,46.8,12.07,98.9
Nairobi,KE,Africa,-1.2921,36.8219,2023-01-08,17.8,37.32,22.07,38.96,4.41,62.4
Sydney,AU,Oceania,-33.8688,151.2093,2023-01-08,6.28,15.79,18.01,48.06,1.26,26.2
Melbourne,AU,Oceania,-37.8136,144.9631,2023-01-08,5.0,10.0,12.25,42.15,1.0,20.9
Delhi,IN,Asia,28.7041,77.1025,2023-01-09,151.4,272.6,75.7,47.52,21.18,201.1
Beijing,CN,Asia,39.9042,116.4074,2023-01-09,69.41,133.37,44.46,27.67,17.78,164.7
Tokyo,JP,Asia,35.6762,139.6503,2023-01-09,33.97,60.7,37.13,40.44,5.49,97.0
Seoul,KR,Asia,37.5665,126.978,2023-01-09,49.02,93.02,44.01,41.1,11.1,134.0
Mumbai,IN,Asia,19.076,72.8777,2023-01-09,94.72,177.83,61.01,41.17,15.04,191.3
Shanghai,CN,Asia,31.2304,121.4737,2023-01-09,122.95,216.93,83.58,47.59,29.79,220.9
Bangkok,TH,Asia,13.7563,100.5018,2023-01-09,5.0,32.82,20.04,29.26,1.0,20.9
Jakarta,ID,Asia,-6.2088,106.8456,2023-01-09,47.54,97.31,41.97,38.86,8.21,130.4
Hong Kong,HK,Asia,22.3193,114.1694,2023-01-09,53.24,96.1,55.87,46.32,11.95,144.6
Singapore,SG,Asia,1.3521,103.8198,2023-01-09,29.57,56.05,39.48,45.29,6.69,87.6
Kolkata,IN,Asia,22.5726,88.3639,2023-01-09,72.53,164.04,39.51,27.71,6.71,168.0
Dubai,AE,Asia,25.2048,55.2708,2023-01-09,73.12,190.94,56.71,64.39,18.52,168.6
Riyadh,SA,Asia,24.7136,46.6753,2023-01-09,86.22,226.83,56.11,64.37,17.24,182.4
Hanoi,VN,Asia,21.0285,105.8542,2023-01-09,80.01,136.26,49.75,43.65,17.3,175.8
Lahore,PK,Asia,31.5204,74.3587,2023-01-09,154.81,271.21,64.4,39.64,23.16,204.6
London,GB,Europe,51.5074,-0.1278,2023-01-09,21.12,40.78,41.76,42.76,5.0,69.5
Paris,FR,Europe,48.8566,2.3522,2023-01-09,27.37,51.45,42.28,42.41,5.47,82.9
Berlin,DE,Europe,52.52,13.405,2023-01-09,28.84,53.67,39.12,41.63,4.99,86.0
Madrid,ES,Europe,40.4168,-3.7038,2023-01-09,27.81,53.41,42.5,50.98,4.52,83.8
Rome,IT,Europe,41.9028,12.4964,2023-01-09,12.76,30.84,36.28,43.69,2.29,51.6
Moscow,RU,Europe,55.7558,37.6173,2023-01-09,25.38,58.22,39.34,35.96,5.08,78.6
Amsterdam,NL,Europe,52.3676,4.9041,2023-01-09,18.46,37.44,37.18,41.91,3.17,63.8
Warsaw,PL,Europe,52.2297,21.0122,2023-01-09,30.68,62.92,40.04,41.5,6.14,90.0
New York,US,North America,40.7128,-74.006,2023-01-09,31.67,57.91,36.64,46.58,6.85,92.1
Los Angeles,US,North America,34.0522,-118.2437,2023-01-09,62.19,109.53,49.94,70.01,9.84,157.1
Mexico City,MX,North America,19.4326,-99.1332,2023-01-09,113.92,193.62,75.81,67.72,26.68,211.4
Chicago,US,North America,41.8781,-87.6298,2023-01-09,53.03,92.54,48.61,54.21,11.91,144.1
Toronto,CA,North America,43.6532,-79.3832,2023-01-09,28.07,52.5,37.43,46.62,5.61,84.4
São Paulo,BR,South America,-23.5505,-46.6333,2023-01-09,43.0,75.12,34.67,46.42,7.75,119.0
Rio de Janeiro,BR,South America,-22.9068,-43.1729,2023-01-09,27.33,51.62,27.69,49.27,4.62,82.8
Buenos Aires,AR,South America,-34.6037,-58.3816,2023-01-09,53.39,91.14,41.15,54.33,10.17,145.0
Fortaleza,BR,South America,-3.7172,-38.5433,2023-01-09,31.21,55.31,29.2,57.22,5.73,91.1
Santiago,CL,South America,-33.4489,-70.6693,2023-01-09,19.33,44.3,36.02,40.66,4.21,65.7
Bogotá,CO,South America,4.711,-74.0721,2023-01-09,13.57,30.56,24.64,36.46,3.22,53.4
Cairo,EG,Africa,30.0444,31.2357,2023-01-09,72.71,140.94,34.23,47.59,13.69,168.2
Lagos,NG,Africa,6.5244,3.3792,2023-01-09,79.28,138.05,46.02,55.21,13.31,175.1
Johannesburg,ZA,Africa,-26.2041,28.0473,2023-01-09,52.14,95.21,42.22,51.99,15.53,141.8
Nairobi,KE,Africa,-1.2921,36.8219,2023-01-09,24.66,47.62,25.51,41.02,5.78,77.1
Sydney,AU,Oceania,-33.8688,151.2093,2023-01-09,16.97,31.82,23.36,51.26,3.39,60.6
Melbourne,AU,Oceania,-37.8136,144.9631,2023-01-09,17.04,31.51,20.42,47.05,3.07,60.8
Delhi,IN,Asia,28.7041,77.1025,2023-01-10,71.89,153.33,35.94,23.67,5.28,167.3
Beijing,CN,Asia,39.9042,116.4074,2023-01-10,126.01,218.26,72.75,44.65,29.1,224.1
Tokyo,JP,Asia,35.6762,139.6503,2023-01-10,34.69,61.78,37.49,40.66,5.64,98.5
Seoul,KR,Asia,37.5665,126.978,2023-01-10,67.21,120.32,53.11,46.56,14.74,162.4
Mumbai,IN,Asia,19.076,72.8777,2023-01-10,99.52,185.03,63.41,42.61,16.0,196.3
Shanghai,CN,Asia,31.2304,121.4737,2023-01-10,116.85,207.77,80.52,45.75,28.57,214.5
Bangkok,TH,Asia,13.7563,100.5018,2023-01-10,55.52,112.53,46.61,45.21,9.8,150.1
Jakarta,ID,Asia,-6.2088,106.8456,2023-01-10,47.01,96.51,41.7,38.7,8.1,129.0
Hong Kong,HK,Asia,22.3193,114.1694,2023-01-10,47.48,87.47,52.99,44.59,10.8,130.2
Singapore,SG,Asia,1.3521,103.8198,2023-01-10,11.88,29.52,30.64,39.98,3.16,49.5
Kolkata,IN,Asia,22.5726,88.3639,2023-01-10,90.1,190.39,48.3,32.98,10.22,186.4
Dubai,AE,Asia,25.2048,55.2708,2023-01-10,78.78,199.42,59.54,66.08,19.66,174.5
Riyadh,SA,Asia,24.7136,46.6753,2023-01-10,72.14,205.71,49.07,60.14,14.43,167.6
Hanoi,VN,Asia,21.0285,105.8542,2023-01-10,97.47,162.46,58.49,48.89,20.79,194.2
Lahore,PK,Asia,31.5204,74.3587,2023-01-10,106.32,198.49,40.16,25.1,13.46,203.5
London,GB,Europe,51.5074,-0.1278,2023-01-10,35.68,62.63,49.04,47.13,7.92,100.7
Paris,FR,Europe,48.8566,2.3522,2023-01-10,20.12,40.57,38.66,40.23,4.02,67.4
Berlin,DE,Europe,52.52,13.405,2023-01-10,20.85,41.67,35.12,39.23,3.39,68.9
Madrid,ES,Europe,40.4168,-3.7038,2023-01-10,22.1,44.85,39.65,49.27,3.38,71.6
Rome,IT,Europe,41.9028,12.4964,2023-01-10,23.37,46.75,41.58,46.87,4.41,74.3
Moscow,RU,Europe,55.7558,37.6173,2023-01-10,30.68,66.17,41.99,37.55,6.14,90.0
Amsterdam,NL,Europe,52.3676,4.9041,2023-01-10,34.34,61.25,45.12,46.67,6.35,97.8
Warsaw,PL,Europe,52.2297,21.0122,2023-01-10,48.8,90.1,49.1,46.94,9.76,133.5
New York,US,North America,40.7128,-74.006,2023-01-10,53.99,91.39,47.8,53.28,11.32,146.5
Los Angeles,US,North America,34.0522,-118.2437,2023-01-10,54.58,98.13,46.14,67.73,8.32,148.0
Mexico City,MX,North America,19.4326,-99.1332,2023-01-10,76.21,137.07,56.96,56.41,19.14,171.9
Chicago,US,North America,41.8781,-87.6298,2023-01-10,59.58,102.38,51.89,56.18,13.22,154.4
Toronto,CA,North America,43.6532,-79.3832,2023-01-10,14.44,32.06,30.62,42.53,2.89,55.2
São Paulo,BR,South America,-23.5505,-46.6333,2023-01-10,28.55,53.45,27.45,42.09,4.86,85.4
Rio de Janeiro,BR,South America,-22.9068,-43.1729,2023-01-10,34.56,62.46,31.3,51.44,6.06,98.3
Buenos Aires,AR,South America,-34.6037,-58.3816,2023-01-10,36.67,66.05,32.78,49.31,6.82,103.2
Fortaleza,BR,South America,-3.7172,-38.5433,2023-01-10,46.79,78.68,36.99,61.9,8.85,128.5
Santiago,CL,South America,-33.4489,-70.6693,2023-01-10,41.76,77.95,47.23,47.39,8.69,115.9
Bogotá,CO,South America,4.711,-74.0721,2023-01-10,17.37,36.25,26.53,37.6,3.98,61.5
Cairo,EG,Africa,30.0444,31.2357,2023-01-10,101.9,184.73,48.83,56.35,19.53,198.8
Lagos,NG,Africa,6.5244,3.3792,2023-01-10,52.9,98.48,32.83,47.3,8.03,143.8
Johannesburg,ZA,Africa,-26.2041,28.0473,2023-01-10,41.06,78.58,36.68,48.67,13.31,114.1
Nairobi,KE,Africa,-1.2921,36.8219,2023-01-10,19.36,39.66,22.85,39.43,4.72,65.8
Sydney,AU,Oceania,-33.8688,151.2093,2023-01-10,5.21,14.18,17.48,47.74,1.04,21.7
Melbourne,AU,Oceania,-37.8136,144.9631,2023-01-10,5.99,14.93,14.89,43.74,1.0,25.0
Delhi,IN,Asia,28.7041,77.1025,2023-01-11,135.65,248.97,67.82,42.79,18.03,234.3
Beijing,CN,Asia,39.9042,116.4074,2023-01-11,113.93,200.14,66.71,41.03,26.69,211.5
Tokyo,JP,Asia,35.6762,139.6503,2023-01-11,21.71,42.32,31.01,36.76,3.04,70.8
Seoul,KR,Asia,37.5665,126.978,2023-01-11,80.14,139.71,59.57,50.44,17.33,176.0
Mumbai,IN,Asia,19.076,72.8777,2023-01-11,84.54,162.56,55.92,38.11,13.01,180.6
Shanghai,CN,Asia,31.2304,121.4737,2023-01-11,78.4,150.1,61.3,34.22,20.88,174.2
Bangkok,TH,Asia,13.7563,100.5018,2023-01-11,61.95,122.18,49.83,47.14,11.09,156.9
Jakarta,ID,Asia,-6.2088,106.8456,2023-01-11,60.39,116.59,48.4,42.72,10.78,155.2
Hong Kong,HK,Asia,22.3193,114.1694,2023-01-11,42.74,80.36,50.62,43.17,9.85,118.3
Singapore,SG,Asia,1.3521,103.8198,2023-01-11,30.35,57.23,39.88,45.53,6.85,89.3
Kolkata,IN,Asia,22.5726,88.3639,2023-01-11,113.29,225.18,59.89,39.94,14.86,210.8
Dubai,AE,Asia,25.2048,55.2708,2023-01-11,49.27,155.16,44.79,57.23,13.75,134.7
Riyadh,SA,Asia,24.7136,46.6753,2023-01-11,73.43,207.64,49.71,60.53,14.69,168.9
Hanoi,VN,Asia,21.0285,105.8542,2023-01-11,104.14,172.46,61.82,50.89,22.13,201.2
Lahore,PK,Asia,31.5204,74.3587,2023-01-11,144.97,256.45,59.48,36.69,21.19,244.0
London,GB,Europe,51.5074,-0.1278,2023-01-11,30.9,55.45,46.65,45.69,6.96,90.4
Paris,FR,Europe,48.8566,2.3522,2023-01-11,18.69,38.43,37.94,39.81,3.74,64.3
Berlin,DE,Europe,52.52,13.405,2023-01-11,27.98,52.37,38.69,41.37,4.82,84.2
Madrid,ES,Europe,40.4168,-3.7038,2023-01-11,41.15,73.43,49.18,54.99,7.19,114.4
Rome,IT,Europe,41.9028,12.4964,2023-01-11,20.38,42.27,40.09,45.97,3.82,67.9
Moscow,RU,Europe,55.7558,37.6173,2023-01-11,20.24,50.51,36.77,34.42,4.05,67.6
Amsterdam,NL,Europe,52.3676,4.9041,2023-01-11,29.09,53.38,42.49,45.1,5.3,86.6
Warsaw,PL,Europe,52.2297,21.0122,2023-01-11,45.71,85.46,47.55,46.01,9.14,125.8
New York,US,North America,40.7128,-74.006,2023-01-11,32.96,59.83,37.28,46.97,7.11,94.8
Los Angeles,US,North America,34.0522,-118.2437,2023-01-11,48.17,88.5,42.93,65.8,7.03,131.9
Mexico City,MX,North America,19.4326,-99.1332,2023-01-11,70.58,128.62,54.14,54.72,18.02,165.9
Chicago,US,North America,41.8781,-87.6298,2023-01-11,22.28,46.43,33.24,44.99,5.76,72.0
Toronto,CA,North America,43.6532,-79.3832,2023-01-11,37.9,67.25,42.35,49.57,7.58,106.3
São Paulo,BR,South America,-23.5505,-46.6333,2023-01-11,5.0,10.0,11.03,32.24,1.0,20.9
Rio de Janeiro,BR,South America,-22.9068,-43.1729,2023-01-11,5.08,18.24,16.56,42.6,1.0,21.2
Buenos Aires,AR,South America,-34.6037,-58.3816,2023-01-11,16.17,35.31,22.54,43.16,2.72,58.9
Fortaleza,BR,South America,-3.7172,-38.5433,2023-01-11,7.65,19.98,17.43,50.16,1.02,31.9
Santiago,CL,South America,-33.4489,-70.6693,2023-01-11,22.47,49.0,37.58,41.6,4.83,72.4
Bogotá,CO,South America,4.711,-74.0721,2023-01-11,6.13,19.4,20.92,34.23,1.74,25.6
Cairo,EG,Africa,30.0444,31.2357,2023-01-11,68.22,134.21,31.99,46.24,12.79,163.5
Lagos,NG,Africa,6.5244,3.3792,2023-01-11,54.73,101.21,33.74,47.84,8.4,148.3
Johannesburg,ZA,Africa,-26.2041,28.0473,2023-01-11,6.91,27.37,19.61,38.42,6.48,28.8
Nairobi,KE,Africa,-1.2921,36.8219,2023-01-11,34.73,62.72,30.54,44.04,7.8,98.6
Sydney,AU,Oceania,-33.8688,151.2093,2023-01-11,22.17,39.62,25.96,52.82,4.43,71.8
Melbourne,AU,Oceania,-37.8136,144.9631,2023-01-11,9.45,20.12,16.62,44.77,1.55,39.4
Delhi,IN,Asia,28.7041,77.1025,2023-01-12,184.52,322.27,92.26,57.45,27.8,235.8
Beijing,CN,Asia,39.9042,116.4074,2023-01-12,73.94,140.15,46.72,29.03,18.69,169.5
Tokyo,JP,Asia,35.6762,139.6503,2023-01-12,31.49,56.99,35.9,39.7,5.0,91.7
Seoul,KR,Asia,37.5665,126.978,2023-01-12,43.82,85.23,41.41,39.55,10.06,121.0
Mumbai,IN,Asia,19.076,72.8777,2023-01-12,140.38,246.32,83.84,54.86,24.18,239.2
Shanghai,CN,Asia,31.2304,121.4737,2023-01-12,125.35,220.52,84.77,48.3,30.27,223.4
Bangkok,TH,Asia,13.7563,100.5018,2023-01-12,105.63,187.69,71.66,60.24,19.83,202.7
Jakarta,ID,Asia,-6.2088,106.8456,2023-01-12,50.91,102.37,43.66,39.87,8.88,138.8
Hong Kong,HK,Asia,22.3193,114.1694,2023-01-12,37.65,72.72,48.07,41.64,8.83,105.6
Singapore,SG,Asia,1.3521,103.8198,2023-01-12,8.54,24.51,28.97,38.98,2.49,35.6
Kolkata,IN,Asia,22.5726,88.3639,2023-01-12,193.46,345.44,99.98,63.99,30.89,245.2
Dubai,AE,Asia,25.2048,55.2708,2023-01-12,40.52,142.03,40.41,54.61,12.0,112.8
Riyadh,SA,Asia,24.7136,46.6753,2023-01-12,65.37,195.55,45.68,58.11,13.07,160.5
Hanoi,VN,Asia,21.0285,105.8542,2023-01-12,64.17,112.51,41.84,38.9,14.13,159.2
Lahore,PK,Asia,31.5204,74.3587,2023-01-12,151.87,266.8,62.93,38.76,22.57,201.5
London,GB,Europe,51.5074,-0.1278,2023-01-12,33.45,59.27,47.92,46.45,7.47,95.9
Paris,FR,Europe,48.8566,2.3522,2023-01-12,22.94,44.81,40.07,41.08,4.59,73.4
Berlin,DE,Europe,52.52,13.405,2023-01-12,19.47,39.61,34.44,38.82,3.11,66.0
Madrid,ES,Europe,40.4168,-3.7038,2023-01-12,25.82,50.43,41.51,50.39,4.12,79.6
Rome,IT,Europe,41.9028,12.4964,2023-01-12,43.21,76.51,51.5,52.82,8.38,119.5
Moscow,RU,Europe,55.7558,37.6173,2023-01-12,55.31,103.11,54.3,44.94,11.06,149.8
Amsterdam,NL,Europe,52.3676,4.9041,2023-01-12,26.79,49.93,41.34,44.41,4.84,81.6
Warsaw,PL,Europe,52.2297,21.0122,2023-01-12,5.0,22.08,26.43,33.34,1.0,20.9
New York,US,North America,40.7128,-74.006,2023-01-12,15.98,34.37,28.79,41.87,3.72,58.5
Los Angeles,US,North America,34.0522,-118.2437,2023-01-12,50.33,91.75,44.02,66.45,7.47,137.3
Mexico City,MX,North America,19.4326,-99.1332,2023-01-12,67.36,123.79,52.53,53.76,17.37,162.6
Chicago,US,North America,41.8781,-87.6298,2023-01-12,76.72,128.08,60.46,61.32,16.64,172.4
Toronto,CA,North America,43.6532,-79.3832,2023-01-12,34.22,61.73,40.51,48.47,6.84,97.5
São Paulo,BR,South America,-23.5505,-46.6333,2023-01-12,64.23,106.98,45.29,52.8,12.0,159.3
Rio de Janeiro,BR,South America,-22.9068,-43.1729,2023-01-12,53.75,91.25,40.9,57.2,9.9,145.9
Buenos Aires,AR,South America,-34.6037,-58.3816,2023-01-12,12.01,29.06,20.45,41.91,1.89,50.0
Fortaleza,BR,South America,-3.7172,-38.5433,2023-01-12,37.61,64.92,32.41,59.14,7.01,105.5
Santiago,CL,South America,-33.4489,-70.6693,2023-01-12,40.5,76.05,46.6,47.01,8.44,112.8
Bogotá,CO,South America,4.711,-74.0721,2023-01-12,40.58,71.07,38.14,44.56,8.63,112.9
Cairo,EG,Africa,30.0444,31.2357,2023-01-12,74.67,143.88,35.21,48.18,14.08,170.2
Lagos,NG,Africa,6.5244,3.3792,2023-01-12,71.67,126.63,42.21,52.93,11.78,167.1
Johannesburg,ZA,Africa,-26.2041,28.0473,2023-01-12,24.42,53.64,28.36,43.68,9.98,76.6
Nairobi,KE,Africa,-1.2921,36.8219,2023-01-12,28.58,53.49,27.46,42.2,6.57,85.5
Sydney,AU,Oceania,-33.8688,151.2093,2023-01-12,11.14,23.08,20.44,49.52,2.23,46.4
Melbourne,AU,Oceania,-37.8136,144.9631,2023-01-12,5.0,12.8,14.18,43.31,1.0,20.9
Delhi,IN,Asia,28.7041,77.1025,2023-01-13,165.78,294.17,82.89,51.83,24.06,216.1
Beijing,CN,Asia,39.9042,116.4074,2023-01-13,102.58,183.12,61.04,37.62,24.42,199.5
Tokyo,JP,Asia,35.6762,139.6503,2023-01-13,29.19,53.53,34.74,39.01,4.54,86.8
Seoul,KR,Asia,37.5665,126.978,2023-01-13,51.88,97.32,45.44,41.96,11.68,141.2
Mumbai,IN,Asia,19.076,72.8777,2023-01-13,77.3,151.71,52.3,35.94,11.56,173.0
Shanghai,CN,Asia,31.2304,121.4737,2023-01-13,40.16,92.74,42.18,22.75,13.23,111.9
Bangkok,TH,Asia,13.7563,100.5018,2023-01-13,61.59,121.63,49.64,47.03,11.02,156.5
Jakarta,ID,Asia,-6.2088,106.8456,2023-01-13,78.17,143.26,57.29,48.05,14.33,173.9
Hong Kong,HK,Asia,22.3193,114.1694,2023-01-13,23.65,51.72,41.07,37.44,6.03,74.9
Singapore,SG,Asia,1.3521,103.8198,2023-01-13,29.55,56.03,39.48,45.29,6.69,87.6
Kolkata,IN,Asia,22.5726,88.3639,2023-01-13,81.97,178.2,44.23,30.54,8.59,177.9
Dubai,AE,Asia,25.2048,55.2708,2023-01-13,75.45,194.43,57.88,65.09,18.99,171.1
Riyadh,SA,Asia,24.7136,46.6753,2023-01-13,71.38,204.57,48.69,59.91,14.28,166.8
Hanoi,VN,Asia,21.0285,105.8542,2023-01-13,52.95,95.68,36.23,35.54,11.89,143.9
Lahore,PK,Asia,31.5204,74.3587,2023-01-13,119.59,218.38,46.79,29.08,16.12,217.4
London,GB,Europe,51.5074,-0.1278,2023-01-13,42.43,72.74,52.41,49.15,9.27,117.6
Paris,FR,Europe,48.8566,2.3522,2023-01-13,13.86,31.19,35.53,38.36,2.77,54.0
Berlin,DE,Europe,52.52,13.405,2023-01-13,27.1,51.04,38.25,41.11,4.64,82.3
Madrid,ES,Europe,40.4168,-3.7038,2023-01-13,30.05,56.78,43.63,51.66,4.97,88.6
Rome,IT,Europe,41.9028,12.4964,2023-01-13,25.48,49.92,42.64,47.5,4.84,78.8
Moscow,RU,Europe,55.7558,37.6173,2023-01-13,39.63,79.59,46.46,40.24,7.93,110.6
Amsterdam,NL,Europe,52.3676,4.9041,2023-01-13,30.62,55.68,43.26,45.56,5.6,89.8
Warsaw,PL,Europe,52.2297,21.0122,2023-01-13,27.87,58.71,38.64,40.66,5.57,84.0
New York,US,North America,40.7128,-74.006,2023-01-13,31.51,57.67,36.56,46.53,6.82,91.8
Los Angeles,US,North America,34.0522,-118.2437,2023-01-13,37.97,73.2,37.83,62.74,4.99,106.4
Mexico City,MX,North America,19.4326,-99.1332,2023-01-13,38.03,79.79,37.86,44.96,11.51,106.6
Chicago,US,North America,41.8781,-87.6298,2023-01-13,43.51,78.27,43.86,51.35,10.0,120.3
Toronto,CA,North America,43.6532,-79.3832,2023-01-13,31.52,57.68,39.16,47.66,6.3,91.8
São Paulo,BR,South America,-23.5505,-46.6333,2023-01-13,28.46,53.31,27.4,42.06,4.84,85.2
Rio de Janeiro,BR,South America,-22.9068,-43.1729,2023-01-13,8.94,24.04,18.5,43.76,1.0,37.3
Buenos Aires,AR,South America,-34.6037,-58.3816,2023-01-13,56.08,95.17,42.49,55.13,10.71,150.7
Fortaleza,BR,South America,-3.7172,-38.5433,2023-01-13,32.87,57.8,30.03,57.72,6.06,94.7
Santiago,CL,South America,-33.4489,-70.6693,2023-01-13,9.62,29.73,31.16,37.75,2.26,40.1
Bogotá,CO,South America,4.711,-74.0721,2023-01-13,26.58,50.08,31.14,40.37,5.83,81.2
Cairo,EG,Africa,30.0444,31.2357,2023-01-13,100.43,182.52,48.09,55.9,19.24,197.3
Lagos,NG,Africa,6.5244,3.3792,2023-01-13,89.09,152.76,50.92,58.15,15.27,185.4
Johannesburg,ZA,Africa,-26.2041,28.0473,2023-01-13,15.68,40.51,23.99,41.05,8.24,57.9
Nairobi,KE,Africa,-1.2921,36.8219,2023-01-13,23.01,45.15,24.68,40.53,5.45,73.6
